Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1082191,Credit card,,Identity theft / Fraud / Embezzlement,,CA,91201,Phone,10/22/2014,10/28/2014,Amex,Closed with non-monetary relief,Yes,
1081560,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,94610,Web,10/22/2014,10/22/2014,Ocwen,Closed with explanation,Yes,Yes
1081899,Payday loan,,Can't contact lender,,TX,76249,Web,10/22/2014,10/22/2014,Delbert Services,Closed with explanation,Yes,
1082683,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,79778,Web,10/22/2014,10/22/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1081608,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NC,28086,Web,10/22/2014,10/22/2014,Ocwen,Closed,Yes,
1081587,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,30327,Web,10/22/2014,10/22/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1081565,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,OH,45013,Web,10/22/2014,10/22/2014,Seterus,Closed with explanation,Yes,
1082544,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,UT,84107,Phone,10/22/2014,10/27/2014,"Southwest Credit Systems, L.P.",Closed with explanation,Yes,
1082754,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,MN,55109,Referral,10/22/2014,10/28/2014,Wells Fargo,In progress,Yes,
1082010,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,MI,49002,Web,10/22/2014,10/27/2014,Encore Capital Group,Closed with non-monetary relief,Yes,
1083201,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,TN,37760,Web,10/22/2014,10/27/2014,M&T Bank,Closed with explanation,Yes,
1081604,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,GA,31316,Web,10/22/2014,10/27/2014,Wells Fargo,Closed with explanation,Yes,
1081606,Bank account or service,Checking account,Problems caused by my funds being low,,TX,75206,Web,10/22/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
1081631,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,GA,31808,Referral,10/22/2014,10/28/2014,"Servis One, Inc.",Closed with explanation,Yes,
1081598,Payday loan,,Charged fees or interest I didn't expect,,IL,60611,Fax,10/22/2014,10/28/2014,Banco Popular North America,Closed with explanation,Yes,
1081615,Debt collection,Credit card,Communication tactics,Threatened to take legal action,FL,32217,Web,10/22/2014,10/22/2014,Navy FCU,In progress,Yes,
1081756,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CT,06247,Referral,10/22/2014,10/28/2014,Flagstar Bank,In progress,Yes,
1083509,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TX,78254,Web,10/22/2014,11/03/2014,"Williams & Fudge, Inc",Closed with explanation,Yes,
1081737,Student loan,Non-federal student loan,Can't repay my loan,,NY,14047,Referral,10/22/2014,10/28/2014,Navient,Closed with explanation,Yes,
1081381,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,VA,20164,Web,10/22/2014,10/22/2014,Equifax,Closed with non-monetary relief,Yes,
1081897,Credit reporting,,Incorrect information on credit report,Account terms,NJ,08054,Web,10/22/2014,10/28/2014,TransUnion,Closed with explanation,Yes,
1081851,Credit card,,Other,,CA,91304,Web,10/22/2014,10/22/2014,Citibank,In progress,Yes,
1081911,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11219,Web,10/22/2014,10/22/2014,Equifax,Closed with non-monetary relief,Yes,
1082022,Bank account or service,Checking account,"Account opening, closing, or management",,PA,19121,Referral,10/22/2014,10/27/2014,PNC Bank,In progress,Yes,
1083761,Payday loan,,Payment to acct not credited,,NM,87105,Web,10/22/2014,10/24/2014,Cottonwood Financial Ltd.,Closed with explanation,Yes,
1082031,Bank account or service,Checking account,Deposits and withdrawals,,PA,19140,Referral,10/22/2014,10/28/2014,PNC Bank,Closed with explanation,Yes,
1082039,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,VA,23015,Referral,10/22/2014,10/28/2014,Wells Fargo,Closed with explanation,Yes,
1082069,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WY,82901,Phone,10/22/2014,10/22/2014,Bank of America,In progress,Yes,
1083506,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92627,Web,10/22/2014,10/23/2014,Ocwen,Closed with explanation,Yes,
1081630,Debt collection,,Communication tactics,Frequent or repeated calls,FL,33597,Web,10/22/2014,10/28/2014,Receivables Performance Management LLC,Closed with explanation,Yes,
1082693,Debt collection,Auto,Disclosure verification of debt,Right to dispute notice not received,NJ,07002,Web,10/22/2014,10/22/2014,Ally Financial Inc.,In progress,Yes,
1081443,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,CT,06483,Web,10/22/2014,10/24/2014,Citibank,Closed with non-monetary relief,Yes,
1081577,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MD,20724,Web,10/22/2014,10/22/2014,First Credit Services Inc.,Closed with explanation,Yes,
1081188,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32934,Web,10/22/2014,10/28/2014,"Green Tree Servicing, LLC",In progress,Yes,
1082177,Bank account or service,Checking account,"Account opening, closing, or management",,TN,38114,Referral,10/22/2014,10/27/2014,First Tennessee Bank,Closed with explanation,Yes,
1082229,Bank account or service,Checking account,Deposits and withdrawals,,NJ,08879,Referral,10/22/2014,10/28/2014,TD Bank,Closed with monetary relief,Yes,
1082280,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,IN,46032,Referral,10/22/2014,10/28/2014,"Atlantic Credit & Finance, Inc.",Closed with non-monetary relief,Yes,
1081797,Bank account or service,Other bank product/service,Deposits and withdrawals,,MI,48390,Web,10/22/2014,10/22/2014,TCF National Bank,Closed with monetary relief,Yes,
1082743,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,32205,Referral,10/22/2014,10/28/2014,Bank of America,In progress,Yes,
1082392,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MD,20603,Web,10/22/2014,10/22/2014,Seterus,Closed with explanation,Yes,
1082484,Credit reporting,,Incorrect information on credit report,Account status,AZ,85029,Referral,10/22/2014,11/06/2014,Experian,Closed with explanation,Yes,
1082550,Consumer loan,Installment loan,Problems when you are unable to pay,,CA,90660,Web,10/22/2014,10/23/2014,"Admin Recovery, LLC",Closed,Yes,
1082434,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95991,Referral,10/22/2014,10/28/2014,"Dyck-O'Neal, Inc.",Closed with explanation,Yes,
1082495,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,VA,95834,Referral,10/22/2014,10/27/2014,United Consumers Inc,Closed with explanation,Yes,
1082657,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,92804,Phone,10/22/2014,10/28/2014,"Convergent Resources, Inc.",Closed with explanation,Yes,
1082678,Bank account or service,Checking account,"Making/receiving payments, sending money",,GA,31903,Web,10/22/2014,10/22/2014,Bank of America,Closed with explanation,Yes,
1082676,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,12540,Web,10/22/2014,10/22/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1082551,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,GA,30030,Web,10/22/2014,10/22/2014,Specialized Loan Servicing LLC,Closed with explanation,Yes,
1082760,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OR,97603,Referral,10/22/2014,10/29/2014,Nationstar Mortgage,Closed with explanation,Yes,
1082814,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,92253,Web,10/22/2014,10/22/2014,Experian,Closed with explanation,Yes,
1081223,Credit card,,Other,,NJ,08107,Web,10/22/2014,10/22/2014,Amex,Closed with explanation,Yes,
1081327,Money transfers,International money transfer,Other transaction issues,,NJ,07039,Referral,10/22/2014,10/28/2014,Citibank,Closed with explanation,Yes,
1083511,Credit card,,Credit determination,,CA,95120,Web,10/22/2014,10/28/2014,Citibank,Closed with explanation,Yes,
1082534,Credit card,,Payoff process,,IL,60106,Referral,10/22/2014,10/28/2014,Discover,Closed with explanation,Yes,
1083520,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,GA,30311,Web,10/22/2014,10/24/2014,Tenet HealthCare Corporation,Closed with explanation,Yes,
1081217,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,FL,33742,Referral,10/22/2014,10/28/2014,Selene Finance,Closed with explanation,Yes,
1082733,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,CA,92033,Web,10/22/2014,10/22/2014,"Proficio Mortgage Ventures, LLC",Closed with explanation,Yes,
1082721,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33135,Web,10/22/2014,10/22/2014,Seterus,Closed with explanation,Yes,Yes
1081208,Bank account or service,Checking account,"Account opening, closing, or management",,TX,78225,Web,10/22/2014,10/22/2014,BBVA Compass,Closed with explanation,Yes,Yes
1082741,Bank account or service,Checking account,Problems caused by my funds being low,,MI,48327,Referral,10/22/2014,10/27/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
1081614,Debt collection,Credit card,Communication tactics,Threatened to take legal action,FL,32217,Web,10/22/2014,11/04/2014,"Hiday & Ricke, P.A.",Closed with explanation,Yes,
1082674,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60429,Web,10/22/2014,10/22/2014,PNC Bank,In progress,Yes,
1081260,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,94518,Web,10/22/2014,10/28/2014,JPMorgan Chase,Closed with explanation,Yes,
1082548,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,CA,94928,Phone,10/22/2014,10/28/2014,First National Bank of Omaha,Closed with explanation,Yes,
1083498,Bank account or service,Checking account,"Account opening, closing, or management",,FL,34954,Web,10/22/2014,10/23/2014,PNC Bank,Closed with explanation,Yes,
1081176,Credit card,,Other,,IL,60053,Referral,10/22/2014,10/28/2014,Barclays,In progress,Yes,
1083515,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,IL,61240,Web,10/22/2014,10/23/2014,"Praxis Financial Solutions, Incorporated",Closed with explanation,Yes,
1083080,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TN,37013,Web,10/22/2014,10/22/2014,"HOVG, LLC",In progress,Yes,
1083522,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,22309,Web,10/22/2014,10/23/2014,"Shellpoint Partners, LLC",Closed with explanation,Yes,
1082652,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,32701,Fax,10/22/2014,10/23/2014,Bank of America,In progress,Yes,
1081151,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MI,48239,Web,10/22/2014,10/22/2014,Bank of America,In progress,Yes,
1082017,Credit card,,Advertising and marketing,,NC,27410,Referral,10/22/2014,10/28/2014,SunTrust Bank,In progress,Yes,
1082651,Bank account or service,Checking account,Problems caused by my funds being low,,CA,92301,Web,10/22/2014,10/22/2014,U.S. Bancorp,Closed with explanation,Yes,
1082419,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OH,45424,Referral,10/22/2014,10/28/2014,Citibank,Closed with explanation,Yes,
1082547,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,CA,94928,Phone,10/22/2014,10/28/2014,"Oxford Law, LLC",Closed with explanation,Yes,
1081331,Bank account or service,Checking account,Problems caused by my funds being low,,AL,36303,Referral,10/22/2014,10/28/2014,SunTrust Bank,Closed with monetary relief,Yes,
1082208,Debt collection,,Communication tactics,Frequent or repeated calls,FL,33426,Web,10/22/2014,10/30/2014,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,
1082646,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,KY,40059,Web,10/22/2014,10/22/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1082763,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,08865,Referral,10/22/2014,10/29/2014,Wells Fargo,Closed with explanation,Yes,
1082478,Bank account or service,Checking account,"Account opening, closing, or management",,OR,97211,Web,10/22/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
1082815,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,CT,06032,Web,10/22/2014,10/22/2014,Ocwen,In progress,Yes,
1082228,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,75104,Referral,10/22/2014,10/23/2014,Rushmore Loan Management Services LLC,Closed with explanation,Yes,
1082480,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,WA,99223,Web,10/22/2014,10/22/2014,"Evergreen Professional Recoveries, Inc.",Closed with explanation,Yes,
1082341,Consumer loan,Vehicle loan,Managing the loan or lease,,DE,19701,Phone,10/22/2014,10/29/2014,Santander Consumer USA,Closed with explanation,Yes,
1083538,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,CA,94803,Web,10/22/2014,10/23/2014,Encore Capital Group,Closed with explanation,Yes,Yes
1082402,Credit reporting,,Incorrect information on credit report,Account status,VA,22508,Referral,10/22/2014,11/04/2014,Equifax,Closed with explanation,Yes,Yes
1082150,Credit card,,Transaction issue,,AR,72756,Web,10/22/2014,10/28/2014,Amex,Closed with explanation,Yes,Yes
1081898,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,77450,Web,10/22/2014,10/31/2014,Capital One,In progress,Yes,
1081661,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,30022,Web,10/22/2014,10/24/2014,Equifax,Closed with explanation,Yes,
1081732,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33032,Web,10/22/2014,10/22/2014,GE Capital Retail,Closed with non-monetary relief,Yes,
1081696,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,VA,22193,Postal mail,10/22/2014,10/28/2014,Nationstar Mortgage,Closed with explanation,Yes,
1082405,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,10306,Phone,10/22/2014,10/28/2014,Ocwen,Closed with explanation,Yes,
1083480,Credit card,,Payoff process,,MN,55410,Web,10/22/2014,10/22/2014,JPMorgan Chase,Closed with explanation,Yes,
1082431,Credit reporting,,Incorrect information on credit report,Information is not mine,AR,72904,Web,10/22/2014,10/22/2014,Experian,Closed with non-monetary relief,Yes,
1082370,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,IL,61608,Phone,10/22/2014,10/28/2014,BMW Financial Services,Closed with explanation,Yes,
1082488,Credit reporting,,Incorrect information on credit report,Account status,AZ,85029,Referral,10/22/2014,11/03/2014,Equifax,In progress,Yes,
1082487,Credit reporting,,Incorrect information on credit report,Account status,AZ,85029,Referral,10/22/2014,11/03/2014,Experian,Closed with explanation,Yes,
1083079,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,,58103,Referral,10/22/2014,10/28/2014,"American Credit Exchange, Inc",Closed with explanation,Yes,
1082367,Credit card,,Advertising and marketing,,FL,32176,Referral,10/22/2014,10/28/2014,Capital One,Closed with explanation,Yes,
1082205,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TN,37865,Phone,10/22/2014,10/27/2014,JPMorgan Chase,Closed with explanation,Yes,
1082259,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MA,01080,Web,10/22/2014,10/27/2014,"Expert Global Solutions, Inc.",Closed with explanation,Yes,
1082827,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60538,Web,10/22/2014,10/22/2014,Rushmore Loan Management Services LLC,Closed with explanation,Yes,
1081286,Bank account or service,Checking account,Deposits and withdrawals,,IL,60458,Phone,10/22/2014,10/28/2014,FirstMerit Bank,In progress,Yes,
1082385,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,15217,Phone,10/22/2014,10/28/2014,U.S. Bancorp,Closed with explanation,Yes,
1082546,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,VA,24219,Web,10/22/2014,10/22/2014,The Receivable Management Services Corporation,Closed with non-monetary relief,Yes,Yes
1082701,Credit reporting,,Incorrect information on credit report,Public record,AZ,85746,Web,10/22/2014,10/22/2014,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1081654,Bank account or service,Other bank product/service,Problems caused by my funds being low,,NJ,07927,Web,10/22/2014,10/22/2014,JPMorgan Chase,Closed with explanation,Yes,
1081453,Bank account or service,Other bank product/service,Deposits and withdrawals,,GA,30339,Web,10/22/2014,10/22/2014,SunTrust Bank,In progress,Yes,
1082479,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TN,37415,Phone,10/22/2014,10/28/2014,Receivables Performance Management LLC,Closed with explanation,Yes,
1081324,Bank account or service,Checking account,Problems caused by my funds being low,,NY,12758,Referral,10/22/2014,10/28/2014,M&T Bank,Closed with explanation,Yes,
1081379,Credit reporting,,Incorrect information on credit report,Public record,DC,30093,Web,10/22/2014,10/22/2014,TransUnion,Closed with explanation,Yes,
1082412,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,MD,21409,Web,10/22/2014,10/22/2014,Nationstar Mortgage,Closed with explanation,Yes,
1082189,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OK,73071,Web,10/22/2014,10/22/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1081651,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CO,80528,Web,10/22/2014,10/22/2014,JPMorgan Chase,In progress,Yes,
1082118,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,34952,Referral,10/22/2014,10/28/2014,Ocwen,Untimely response,No,
1082246,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,NV,89103,Web,10/22/2014,10/22/2014,"Expert Global Solutions, Inc.",Closed with explanation,Yes,
1082600,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,IL,60652,Web,10/22/2014,10/22/2014,"LTD Financial Services, L.P.",Closed with explanation,Yes,
1082284,Bank account or service,Checking account,Deposits and withdrawals,,WA,98122,Referral,10/22/2014,10/27/2014,JPMorgan Chase,Closed with explanation,Yes,
1082048,Credit card,,Credit line increase/decrease,,CA,90066,Web,10/22/2014,10/22/2014,Citibank,Closed with explanation,Yes,
1083477,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,TN,37167,Web,10/22/2014,10/22/2014,"HireRight Solutions, Inc.",In progress,Yes,
1081390,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,23927,Web,10/22/2014,10/22/2014,Comerica,Closed with explanation,Yes,
1082451,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,MD,20724,Phone,10/22/2014,10/31/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1082489,Credit reporting,,Incorrect information on credit report,Account status,AZ,85029,Referral,10/22/2014,11/06/2014,TransUnion,Closed with explanation,Yes,
1081178,Credit reporting,,Incorrect information on credit report,Account status,CA,94552,Web,10/22/2014,10/28/2014,Experian,In progress,Yes,
1081195,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20720,Web,10/22/2014,10/28/2014,TransUnion,In progress,Yes,
1081556,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37714,Web,10/22/2014,10/22/2014,AES/PHEAA,Closed with monetary relief,Yes,
1082423,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WI,53530,Web,10/22/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
1081552,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MN,55124,Web,10/22/2014,10/22/2014,"I.C. System, Inc.",Closed with explanation,Yes,
1081352,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MS,39701,Fax,10/22/2014,10/28/2014,BancorpSouth Bank,Closed,Yes,
1082397,Credit reporting,,Incorrect information on credit report,Information is not mine,NC,27403,Web,10/22/2014,10/22/2014,Equifax,Closed with explanation,Yes,
1081299,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,90280,Postal mail,10/22/2014,10/28/2014,Bank of America,In progress,Yes,
1081319,Bank account or service,Checking account,"Account opening, closing, or management",,KY,41129,Referral,10/22/2014,10/28/2014,Fifth Third Bank,Closed with monetary relief,Yes,
1083483,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,90007,Web,10/22/2014,10/23/2014,"Del Toro Loan Servicing, Inc",Untimely response,No,
1081446,Credit reporting,,Incorrect information on credit report,Information is not mine,PR,00741,Web,10/22/2014,10/22/2014,TransUnion,Closed with explanation,Yes,
1081279,Credit reporting,,Incorrect information on credit report,Account status,TX,78250,Referral,10/22/2014,11/06/2014,Experian,In progress,Yes,
1083378,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,95112,Web,10/22/2014,10/23/2014,Equifax,Closed with explanation,Yes,
1081280,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NV,89507,Web,10/22/2014,10/24/2014,"I.Q. Data International, Inc.",Closed with non-monetary relief,Yes,
1082772,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91911,Web,10/22/2014,10/22/2014,Bank of America,Closed with monetary relief,Yes,
1082567,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,MO,64070,Phone,10/22/2014,10/28/2014,Army and Air Force Exchange Service,Closed with explanation,Yes,Yes
1082840,Bank account or service,Checking account,"Account opening, closing, or management",,NY,10163,Web,10/22/2014,10/22/2014,JPMorgan Chase,Closed with explanation,Yes,
1081396,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MD,20852,Web,10/22/2014,10/22/2014,21st Mortgage Corporation,Closed with explanation,Yes,
1082026,Bank account or service,Checking account,"Account opening, closing, or management",,CA,93063,Referral,10/22/2014,10/27/2014,Wells Fargo,Closed with explanation,Yes,Yes
1081551,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,NY,10002,Web,10/22/2014,10/22/2014,Experian,In progress,Yes,
1082337,Consumer loan,Vehicle loan,Problems when you are unable to pay,,ID,83713,Web,10/22/2014,10/28/2014,"Evergreen Professional Recoveries, Inc.",Closed with explanation,Yes,
1081308,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,FL,33305,Web,10/22/2014,10/22/2014,JPMorgan Chase,In progress,Yes,
1081303,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,IL,60622,Web,10/22/2014,10/22/2014,Flagstar Bank,In progress,Yes,
1082664,Mortgage,Conventional fixed mortgage,Settlement process and costs,,DE,19933,Web,10/22/2014,10/22/2014,Seterus,Closed with explanation,Yes,
1082310,Student loan,Non-federal student loan,Can't repay my loan,,FL,33004,Web,10/22/2014,10/22/2014,Navient,Closed with explanation,Yes,
1082032,Bank account or service,Checking account,"Account opening, closing, or management",,MI,48076,Referral,10/22/2014,10/28/2014,Comerica,Closed with explanation,Yes,
1081427,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10031,Web,10/22/2014,10/22/2014,TransUnion,In progress,Yes,
1081304,Credit card,,Other,,NH,03079,Web,10/22/2014,10/22/2014,JPMorgan Chase,Closed with explanation,Yes,
1083497,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,FL,33160,Phone,10/22/2014,10/27/2014,USAA Savings,Closed with explanation,Yes,Yes
1081262,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,GA,30273,Web,10/22/2014,10/22/2014,"Rubin & Yates, LLC",Closed with explanation,Yes,
1081932,Credit reporting,,Incorrect information on credit report,Account status,NY,10804,Referral,10/22/2014,10/28/2014,Equifax,Closed with explanation,Yes,
1081767,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CT,06870,Referral,10/22/2014,10/28/2014,People's United Bank,Closed with explanation,Yes,Yes
1082230,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,DC,20001,Referral,10/22/2014,10/28/2014,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,Yes,
1082282,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IL,60611,Phone,10/22/2014,10/28/2014,JPMorgan Chase,In progress,Yes,
1082238,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92056,Web,10/22/2014,10/22/2014,Wells Fargo,Closed with explanation,Yes,
1081589,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NV,89108,Web,10/22/2014,10/22/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1082203,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TN,37865,Phone,10/22/2014,10/29/2014,"MRS BPO, L.L.C.",Closed with explanation,Yes,
1082106,Bank account or service,Checking account,"Account opening, closing, or management",,VA,22192,Phone,10/22/2014,10/28/2014,Wells Fargo,Closed with explanation,Yes,
1081746,Bank account or service,Checking account,Deposits and withdrawals,,AZ,85374,Referral,10/22/2014,10/27/2014,JPMorgan Chase,Closed with explanation,Yes,
1082182,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91203,Web,10/22/2014,10/22/2014,Experian,In progress,Yes,
1082195,Bank account or service,Checking account,"Account opening, closing, or management",,GA,30328,Referral,10/22/2014,10/28/2014,Regions,Closed with explanation,Yes,
1081980,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MI,48235,Referral,10/22/2014,10/28/2014,RBS Citizens,In progress,Yes,
1082826,Consumer loan,Vehicle loan,Shopping for a loan or lease,,CT,06260,Web,10/22/2014,10/22/2014,JPMorgan Chase,Closed with explanation,Yes,
1081311,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,WA,98409,Web,10/22/2014,10/28/2014,Wells Fargo,Closed with explanation,Yes,
1081596,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,MD,21617,Web,10/22/2014,10/22/2014,Bank of America,In progress,Yes,
1082292,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,WA,98290,Web,10/22/2014,10/22/2014,Encore Capital Group,In progress,Yes,
1081450,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,90605,Web,10/22/2014,10/24/2014,"OHara Holdings, LLP",Untimely response,No,
1082041,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,LA,70744,Phone,10/22/2014,10/30/2014,"Receivable Recovery Services, LLC",Closed with explanation,Yes,
1083543,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33015,Web,10/22/2014,10/23/2014,"Green Tree Servicing, LLC",In progress,Yes,
1082249,Bank account or service,Checking account,"Account opening, closing, or management",,NH,03848,Referral,10/22/2014,10/22/2014,Santander Bank US,Closed with explanation,Yes,
1082609,Debt collection,,Communication tactics,Called outside of 8am-9pm,MD,20603,Referral,10/22/2014,10/28/2014,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes
1081573,Credit card,,Delinquent account,,GA,30518,Web,10/22/2014,10/22/2014,Bank of America,Closed with explanation,Yes,
1081369,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,NC,28601,Web,10/22/2014,10/24/2014,Universal Fidelity LP,Closed with explanation,Yes,Yes
