Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1114245,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,FL,32219,Web,11/13/2014,11/13/2014,"Choice Recovery, Inc.",Closed with explanation,Yes,
1114488,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,TX,75006,Web,11/13/2014,11/13/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1114255,Bank account or service,Checking account,Deposits and withdrawals,,NY,11102,Web,11/13/2014,11/13/2014,"FNIS (Fidelity National Information Services, Inc.)",In progress,Yes,
1115106,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,GA,31721,Web,11/13/2014,11/13/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1115890,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33461,Web,11/12/2014,11/13/2014,TransUnion,In progress,Yes,
1114180,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CA,95035,Web,11/12/2014,11/13/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1114124,Consumer loan,Vehicle loan,Managing the loan or lease,,MI,48430,Fax,11/12/2014,11/13/2014,Ally Financial Inc.,In progress,Yes,
1113211,Debt collection,Credit card,False statements or representation,Indicated committed crime not paying,MS,39056,Web,11/12/2014,11/12/2014,"Premium Asset Services, LLC",In progress,Yes,
1112443,Consumer loan,Installment loan,Managing the loan or lease,,CA,94509,Web,11/12/2014,11/12/2014,Ally Financial Inc.,In progress,Yes,
1112618,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,FL,34743,Web,11/12/2014,11/12/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1111987,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,08852,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1113072,Credit reporting,,Incorrect information on credit report,Account status,NY,11514,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1112733,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,WA,98034,Web,11/12/2014,11/12/2014,Renton Collections Inc.,Closed with explanation,Yes,
1112115,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,08527,Web,11/12/2014,11/12/2014,Seterus,Closed with explanation,Yes,
1112705,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,90716,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1113116,Credit reporting,,Incorrect information on credit report,Account status,CT,06242,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1112181,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,FL,34481,Web,11/12/2014,11/12/2014,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1113153,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30345,Web,11/12/2014,11/12/2014,"EOS Holdings, Inc.",Closed with explanation,Yes,
1112011,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,SC,29360,Web,11/12/2014,11/12/2014,Revenue Recovery Corporation,Closed with explanation,Yes,
1111995,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,92809,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1113129,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,34442,Web,11/12/2014,11/12/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1112281,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IN,46228,Web,11/12/2014,11/12/2014,"GLA Collection Company, Inc.",Closed with explanation,Yes,Yes
1112540,Bank account or service,Checking account,Deposits and withdrawals,,NC,27408,Web,11/12/2014,11/12/2014,Wells Fargo,Closed with explanation,Yes,
1113127,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,FL,34442,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1112111,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,MD,21234,Web,11/12/2014,11/12/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1112120,Credit reporting,,Incorrect information on credit report,Information is not mine,NM,87507,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1112147,Consumer loan,Vehicle loan,Taking out the loan or lease,,MD,21228,Web,11/12/2014,11/12/2014,Navy FCU,In progress,Yes,
1114140,Credit reporting,,Incorrect information on credit report,Information is not mine,VA,22301,Web,11/12/2014,11/13/2014,TransUnion,Closed with explanation,Yes,
1112873,Bank account or service,Checking account,Deposits and withdrawals,,PA,19382,Phone,11/12/2014,11/13/2014,Santander Bank US,In progress,Yes,
1113204,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,DE,19977,Web,11/12/2014,11/12/2014,Stellar Recovery Inc.,Closed with explanation,Yes,
1112635,Bank account or service,Other bank product/service,Deposits and withdrawals,,FL,33160,Web,11/12/2014,11/12/2014,Bank of America,In progress,Yes,
1113061,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MI,48304,Web,11/12/2014,11/12/2014,Flagstar Bank,In progress,Yes,
1113437,Credit reporting,,Incorrect information on credit report,Account status,TX,78234,Web,11/12/2014,11/12/2014,TransUnion,Closed with explanation,Yes,
1114110,Credit reporting,,Incorrect information on credit report,Account terms,AL,35043,Web,11/12/2014,11/13/2014,TransUnion,Closed with non-monetary relief,Yes,
1113286,Bank account or service,Checking account,Problems caused by my funds being low,,NY,13850,Web,11/12/2014,11/12/2014,First Niagara Bank,In progress,Yes,
1114054,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,UT,84327,Web,11/12/2014,11/12/2014,"Convergent Resources, Inc.",Closed with explanation,Yes,
1114238,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,OH,45844,Web,11/12/2014,11/13/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1111633,Debt collection,,Communication tactics,Threatened to take legal action,OK,73162,Web,11/11/2014,11/11/2014,"Southwest Recovery Services, Inc.",Closed with explanation,Yes,
1111667,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,ID,83704,Web,11/11/2014,11/11/2014,TransUnion,Closed with explanation,Yes,
1111595,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,MO,63128,Web,11/11/2014,11/11/2014,Consumer Adjustment Company Incorporated,Closed with non-monetary relief,Yes,
1111629,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OH,43213,Web,11/11/2014,11/11/2014,"Southwest Credit Systems, L.P.",In progress,Yes,
1111518,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77041,Web,11/11/2014,11/11/2014,Citibank,Closed with explanation,Yes,
1111551,Credit card,,Advertising and marketing,,MD,20854,Web,11/11/2014,11/11/2014,Navy FCU,In progress,Yes,
1111412,Credit reporting,,Incorrect information on credit report,Account terms,FL,33902,Web,11/11/2014,11/11/2014,Equifax,In progress,Yes,
1111530,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,75006,Web,11/11/2014,11/11/2014,Equifax,Closed with explanation,Yes,
1111481,Credit reporting,,Incorrect information on credit report,Information is not mine,WI,54130,Web,11/11/2014,11/11/2014,TransUnion,In progress,Yes,
1111484,Credit reporting,,Incorrect information on credit report,Public record,WI,54130,Web,11/11/2014,11/11/2014,Equifax,In progress,Yes,
1111411,Credit reporting,,Incorrect information on credit report,Account terms,FL,33902,Web,11/11/2014,11/11/2014,TransUnion,In progress,Yes,
1111435,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85234,Web,11/11/2014,11/11/2014,"National Enterprise Systems, Inc.",Closed with explanation,Yes,
1111532,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,75006,Web,11/11/2014,11/11/2014,TransUnion,Closed with explanation,Yes,
1111190,Credit reporting,,Incorrect information on credit report,Information is not mine,OR,97756,Web,11/11/2014,11/11/2014,TransUnion,Closed with explanation,Yes,Yes
1111192,Debt collection,,Communication tactics,Threatened to take legal action,TN,37076,Web,11/11/2014,11/11/2014,Solidus Group LLC.,In progress,Yes,
1111689,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,CA,92593,Web,11/11/2014,11/11/2014,Global United Arbitration LLC,Closed with monetary relief,Yes,Yes
1111544,Credit card,,Balance transfer,,NC,28203,Web,11/11/2014,11/11/2014,Citibank,Closed with monetary relief,Yes,
1111429,Credit reporting,,Incorrect information on credit report,Account terms,VA,23112,Web,11/11/2014,11/11/2014,Equifax,Closed with explanation,Yes,
1111473,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NC,28748,Web,11/11/2014,11/11/2014,Equifax,Closed with non-monetary relief,Yes,
1111488,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,60657,Web,11/11/2014,11/11/2014,"EOS Holdings, Inc.",Closed with explanation,Yes,Yes
1111501,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MI,48602,Web,11/11/2014,11/11/2014,Solidus Group LLC.,Closed with explanation,Yes,
1111668,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,WA,98516,Web,11/11/2014,11/11/2014,"P.S.C., Inc",Closed with explanation,Yes,
1111644,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,TX,78414,Web,11/11/2014,11/11/2014,"Premium Asset Services, LLC",In progress,Yes,
1111547,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32256,Web,11/11/2014,11/11/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1111556,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,AK,99701,Web,11/11/2014,11/11/2014,Equifax,Closed with non-monetary relief,Yes,
1111691,Credit reporting,,Incorrect information on credit report,Account status,MO,65301,Web,11/11/2014,11/11/2014,TransUnion,Closed with explanation,Yes,
1111721,Credit card,,Identity theft / Fraud / Embezzlement,,NC,28273,Web,11/11/2014,11/11/2014,Navy FCU,In progress,Yes,
1111753,Credit reporting,,Incorrect information on credit report,Account terms,MN,56096,Web,11/11/2014,11/11/2014,Equifax,In progress,Yes,
1111730,Credit reporting,,Incorrect information on credit report,Account status,NC,28216,Web,11/11/2014,11/11/2014,TransUnion,In progress,Yes,
1111732,Credit reporting,,Incorrect information on credit report,Account status,NC,28216,Web,11/11/2014,11/11/2014,Equifax,Closed with explanation,Yes,
1111151,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,TX,76106,Web,11/11/2014,11/11/2014,Turning Point Solutions LLC,Closed with non-monetary relief,Yes,
1111918,Bank account or service,Checking account,Using a debit or ATM card,,NY,11375,Web,11/11/2014,11/12/2014,RBS Citizens,Closed with explanation,Yes,
1111758,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NV,89110,Web,11/11/2014,11/11/2014,TransUnion,Closed with explanation,Yes,
1112063,Credit reporting,,Incorrect information on credit report,Personal information,PA,16830,Web,11/11/2014,11/12/2014,TransUnion,Closed with non-monetary relief,Yes,
1112049,Credit reporting,,Incorrect information on credit report,Information is not mine,AZ,85635,Web,11/11/2014,11/12/2014,TransUnion,Closed with non-monetary relief,Yes,
1112055,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,IL,61571,Web,11/11/2014,11/12/2014,Equifax,Closed with explanation,Yes,
1112062,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,TX,77535,Web,11/11/2014,11/12/2014,Stellar Recovery Inc.,Closed with explanation,Yes,
1111456,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,DE,19709,Web,11/11/2014,11/11/2014,"CRA Collections, Inc",Closed with explanation,Yes,
1111154,Credit reporting,,Credit monitoring or identity protection,Billing dispute,MA,02150,Web,11/11/2014,11/11/2014,Equifax,In progress,Yes,
1111446,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,33810,Web,11/11/2014,11/11/2014,Equifax,Closed with explanation,Yes,
1111593,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,CA,92704,Web,11/11/2014,11/11/2014,"Allied Collection Services, Inc. (Nevada)",Closed with explanation,Yes,Yes
1111574,Debt collection,Auto,Disclosure verification of debt,Not given enough info to verify debt,FL,32514,Web,11/11/2014,11/11/2014,Nissan Motor Acceptance Corporation,In progress,Yes,
1112041,Credit reporting,,Incorrect information on credit report,Public record,NY,11789,Web,11/11/2014,11/12/2014,TransUnion,Closed with non-monetary relief,Yes,
1110394,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,32818,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1110178,Bank account or service,Savings account,Deposits and withdrawals,,FL,33313,Phone,11/10/2014,11/10/2014,TD Bank,Closed with monetary relief,Yes,
1109310,Credit reporting,,Incorrect information on credit report,Personal information,,44444,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109765,Bank account or service,Checking account,"Account opening, closing, or management",,MA,02532,Phone,11/10/2014,11/10/2014,Santander Bank US,In progress,Yes,
1109309,Credit reporting,,Incorrect information on credit report,Personal information,IN,46052,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1110381,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,90067,Web,11/10/2014,11/10/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1111284,Credit reporting,,Incorrect information on credit report,Personal information,WA,98391,Web,11/10/2014,11/11/2014,TransUnion,Closed with non-monetary relief,Yes,
1111292,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,SC,29349,Web,11/10/2014,11/11/2014,TransUnion,Closed with explanation,Yes,
1109795,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29360,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1111271,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,77083,Web,11/10/2014,11/11/2014,Ocwen,Closed with explanation,Yes,
1109311,Credit reporting,,Incorrect information on credit report,Personal information,,44444,Web,11/10/2014,11/10/2014,TransUnion,In progress,Yes,
1109318,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90041,Web,11/10/2014,11/10/2014,TransUnion,Closed with explanation,Yes,
1111740,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NC,27513,Web,11/10/2014,11/11/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1109671,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,SC,29662,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109917,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,SC,29325,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1111209,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,TX,77316,Web,11/10/2014,11/11/2014,TransUnion,In progress,Yes,
1111231,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,NC,27603,Web,11/10/2014,11/11/2014,Citibank,Closed with non-monetary relief,Yes,
1110728,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,NC,28025,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,Yes
1110569,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,94611,Web,11/10/2014,11/10/2014,FMS Inc.,Closed with explanation,Yes,
1110574,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,GA,30094,Web,11/10/2014,11/10/2014,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1110389,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MT,27560,Web,11/10/2014,11/10/2014,"SKO Brenner American, Inc.",Closed with non-monetary relief,Yes,
1110627,Consumer loan,Vehicle lease,Managing the loan or lease,,PA,15954,Web,11/10/2014,11/10/2014,Ally Financial Inc.,In progress,Yes,
1110504,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,MD,21215,Phone,11/10/2014,11/13/2014,Solidus Group LLC.,Closed with explanation,Yes,
1110491,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OK,73062,Web,11/10/2014,11/10/2014,Solidus Group LLC.,Closed with explanation,Yes,
1110267,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NJ,07724,Web,11/10/2014,11/10/2014,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,Yes,
1110347,Bank account or service,Savings account,Problems caused by my funds being low,,FL,32304,Web,11/10/2014,11/10/2014,Bank of America,In progress,Yes,
1109858,Bank account or service,Checking account,"Account opening, closing, or management",,VA,20147,Fax,11/10/2014,11/10/2014,Wells Fargo,Closed with explanation,Yes,
1111282,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,OH,45205,Web,11/10/2014,11/11/2014,Ocwen,Closed with explanation,Yes,
1110086,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,NJ,08075,Web,11/10/2014,11/10/2014,Citibank,Closed with explanation,Yes,
1110156,Credit reporting,,Incorrect information on credit report,Account terms,SC,29907,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1110646,Credit reporting,,Incorrect information on credit report,Public record,AZ,85629,Web,11/10/2014,11/10/2014,Equifax,In progress,Yes,
1109661,Credit reporting,,Credit monitoring or identity protection,Billing dispute,CA,91302,Web,11/10/2014,11/10/2014,TransUnion,Closed with non-monetary relief,Yes,
1110567,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94611,Web,11/10/2014,11/10/2014,TransUnion,Closed with explanation,Yes,
1109475,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,MI,48653,Web,11/10/2014,11/10/2014,TransUnion,Closed with explanation,Yes,Yes
1111264,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,78745,Web,11/10/2014,11/11/2014,Equifax,Closed with explanation,Yes,Yes
1110566,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94611,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1110897,Credit reporting,,Credit reporting company's investigation,Investigation took too long,NV,89108,Web,11/10/2014,11/10/2014,TransUnion,In progress,Yes,
1109271,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11226,Web,11/10/2014,11/10/2014,Equifax,Closed with non-monetary relief,Yes,
1111293,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,SC,29349,Web,11/10/2014,11/11/2014,Equifax,Closed with explanation,Yes,
1110166,Consumer loan,Vehicle loan,Managing the loan or lease,,NJ,07722,Web,11/10/2014,11/10/2014,Ally Financial Inc.,In progress,Yes,
1111310,Student loan,Non-federal student loan,Can't repay my loan,,CA,91335,Web,11/10/2014,11/11/2014,MOHELA,In progress,Yes,
1111338,Debt collection,Auto,Taking/threatening an illegal action,Attempted to/Collected exempt funds,FL,34207,Web,11/10/2014,11/11/2014,"Hiday & Ricke, P.A.",Closed with explanation,Yes,Yes
1109417,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,10019,Web,11/10/2014,11/10/2014,"Credit Protection Association, L.P.",Closed with explanation,Yes,
1111778,Credit reporting,,Incorrect information on credit report,Information is not mine,WA,98512,Web,11/10/2014,11/11/2014,Equifax,Closed with explanation,Yes,Yes
1109600,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,CO,80019,Web,11/10/2014,11/10/2014,Bank of America,In progress,Yes,
1109591,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,WV,25865,Web,11/10/2014,11/10/2014,Nationstar Mortgage,In progress,Yes,
1110152,Consumer loan,Vehicle loan,Taking out the loan or lease,,IL,61234,Web,11/10/2014,11/10/2014,Sierra Holdings LLC,Closed with explanation,Yes,
1110029,Credit reporting,,Incorrect information on credit report,Information is not mine,OR,97140,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109460,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NC,28277,Web,11/10/2014,11/10/2014,Provident Funding,Closed with explanation,Yes,
1109438,Credit reporting,,Incorrect information on credit report,Account terms,FL,33180,Web,11/10/2014,11/10/2014,TransUnion,Closed with explanation,Yes,
1110069,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,SC,29360,Web,11/10/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109764,Credit reporting,,Incorrect information on credit report,Public record,MS,39301,Web,11/10/2014,11/10/2014,TransUnion,Closed with non-monetary relief,Yes,
1109556,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MA,01464,Web,11/10/2014,11/10/2014,"Convergent Resources, Inc.",Closed with explanation,Yes,
1109987,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,91791,Web,11/10/2014,11/10/2014,Wells Fargo,Closed with explanation,Yes,
1109413,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,33179,Web,11/10/2014,11/10/2014,First Federal Credit Control,Closed with explanation,Yes,
1109469,Credit reporting,,Incorrect information on credit report,Public record,NJ,08346,Web,11/10/2014,11/10/2014,TransUnion,Closed with non-monetary relief,Yes,
1109177,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,75051,Web,11/09/2014,11/09/2014,Ally Financial Inc.,In progress,Yes,
1109166,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,94108,Web,11/09/2014,11/09/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1109171,Credit reporting,,Incorrect information on credit report,Account status,IL,60187,Web,11/09/2014,11/09/2014,TransUnion,In progress,Yes,
1109068,Credit reporting,,Incorrect information on credit report,Account terms,LA,70131,Web,11/09/2014,11/09/2014,TransUnion,In progress,Yes,
1109116,Student loan,Non-federal student loan,Can't repay my loan,,OH,45242,Web,11/09/2014,11/09/2014,ACS Education Services,Closed with explanation,Yes,
1109388,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,SC,29360,Web,11/09/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109386,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,21045,Web,11/09/2014,11/10/2014,Equifax,Closed with explanation,Yes,Yes
1109189,Credit reporting,,Incorrect information on credit report,Account status,OH,45030,Web,11/09/2014,11/09/2014,TransUnion,Closed with explanation,Yes,
1109351,Credit reporting,,Incorrect information on credit report,Public record,GA,30022,Web,11/09/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109387,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MT,59601,Web,11/09/2014,11/12/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1109383,Credit reporting,,Credit reporting company's investigation,Investigation took too long,SC,29325,Web,11/09/2014,11/10/2014,Equifax,Closed with explanation,Yes,
1109376,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,DC,20013,Web,11/09/2014,11/10/2014,Equifax,Closed with explanation,Yes,Yes
1109375,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,WA,98148,Web,11/09/2014,11/10/2014,TransUnion,Closed with non-monetary relief,Yes,
1109233,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,WA,98223,Web,11/09/2014,11/09/2014,Physicians & Dentists Credit Bureau,Closed with explanation,Yes,
1109207,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92019,Web,11/09/2014,11/09/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1109173,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94577,Web,11/09/2014,11/09/2014,Equifax,In progress,Yes,
1109193,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NV,,Web,11/09/2014,11/09/2014,"Aargon Agency, Inc.",Closed,Yes,
1109373,Bank account or service,Checking account,"Account opening, closing, or management",,TX,77583,Web,11/09/2014,11/10/2014,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1109187,Credit reporting,,Incorrect information on credit report,Information is not mine,LA,70116,Web,11/09/2014,11/09/2014,Equifax,Closed with explanation,Yes,Yes
1109135,Credit reporting,,Incorrect information on credit report,Account status,FL,32561,Web,11/09/2014,11/09/2014,TransUnion,In progress,Yes,
1109190,Credit reporting,,Incorrect information on credit report,Account terms,OH,45030,Web,11/09/2014,11/09/2014,Equifax,In progress,Yes,
1109205,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92019,Web,11/09/2014,11/09/2014,TransUnion,Closed with explanation,Yes,
1109122,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77581,Web,11/09/2014,11/09/2014,"ALEXANDER-ROSE ASSOC, INC.",In progress,Yes,
1109097,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,CA,92109,Web,11/09/2014,11/09/2014,"WINN LAW GROUP, APC",Closed with explanation,Yes,
1109152,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MD,20653,Web,11/09/2014,11/09/2014,Equifax,In progress,Yes,
1109141,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MO,63109,Web,11/09/2014,11/09/2014,Bank of America,Closed with non-monetary relief,Yes,
1109060,Credit reporting,,Incorrect information on credit report,Account status,CA,92545,Web,11/09/2014,11/09/2014,Equifax,In progress,Yes,
1109114,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,PA,18640,Web,11/09/2014,11/09/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1109048,Credit reporting,,Incorrect information on credit report,Account status,NY,11365,Web,11/09/2014,11/09/2014,Equifax,In progress,Yes,
1109206,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92019,Web,11/09/2014,11/09/2014,Equifax,In progress,Yes,
1109371,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,93012,Web,11/09/2014,11/10/2014,TransUnion,In progress,Yes,
1109106,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92582,Web,11/09/2014,11/09/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1109148,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,FL,34202,Web,11/09/2014,11/09/2014,"Asset Management Outsourcing, Inc.",Closed with explanation,Yes,Yes
1109091,Credit reporting,,Incorrect information on credit report,Account status,NJ,08817,Web,11/08/2014,11/09/2014,Equifax,Closed with non-monetary relief,Yes,Yes
1109250,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,91413,Web,11/08/2014,11/09/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1108855,Credit reporting,,Incorrect information on credit report,Information is not mine,NM,87120,Web,11/08/2014,11/08/2014,TransUnion,Closed with non-monetary relief,Yes,
1108941,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CA,93722,Web,11/08/2014,11/08/2014,TransUnion,Closed with explanation,Yes,Yes
1109077,Credit reporting,,Incorrect information on credit report,Account status,AL,36278,Web,11/08/2014,11/09/2014,Equifax,Closed with explanation,Yes,
1108828,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,90068,Web,11/08/2014,11/08/2014,TransUnion,In progress,Yes,
1108804,Bank account or service,Checking account,Problems caused by my funds being low,,NY,11210,Web,11/08/2014,11/08/2014,JPMorgan Chase,Closed with explanation,Yes,
